,name,meal time,main ingredients,Cleaned_Ingredients,url,category,author,summary,rating,rating_count,review_count,ingredients,directions,prep,cook,total,servings,yield,calories,carbohydrates_g,sugars_g,fat_g,saturated_fat_g,cholesterol_mg,protein_g,dietary_fiber_g,sodium_mg,calories_from_fat,calcium_mg,iron_mg,magnesium_mg,potassium_mg,vitamin_a_iu_IU,niacin_equivalents_mg,vitamin_c_mg,folate_mcg,thiamin_mg,cuisine,Quantities,Units,Ingredients,image_url
61,Authentic Pizza Margherita,lunch,"flour,yeast,pizza sauce,mozzarella cheese,basil","flour ,yeast,white sugar,flour,pizza sauce,mozzarella cheese,basil,olive oil",https://www.allrecipes.com/recipe/222197/authentic-pizza-margherita/,main-dish,Allrecipes,"Inspired by the pizza at Bar Del Corso, this Pizza Margherita features tomato sauce, mozzarella, and basil, with just a hint of sea salt.",4.5,38,30,3 ½ cups all-purpose flour ; 1 teaspoon salt ; 1 cup water ; 1 (.25 ounce) package active dry yeast ; 1 pinch white sugar ; ¼ cup flour for dusting ; 2 cups pizza sauce ; 20 slices fresh mozzarella cheese ; 20 leaves fresh basil ;   olive oil ;   sea salt to taste,"Stir flour and 1 teaspoon salt in a bowl. Set aside. Mix water, yeast, and sugar in a large bowl. Let stand until yeast begins to form a creamy foam, about 5 minutes. Stir half the flour mixture into yeast mixture until no dry spots remain. Stir in remaining flour, 1/2 cup at a time, mixing well after each addition. When dough pulls together, turn it out onto a lightly floured surface and knead until smooth and elastic, about 8 minutes. Lightly oil a large bowl, then place dough in the bowl and turn to coat with oil. Cover with a light cloth and let rise in a warm place (80 to 95 degrees F (27 to 35 degrees C)) until doubled in volume, about 1 hour. Punch dough down, divide into 4 equal pieces, and form each into a ball. Preheat oven with a pizza stone to 500 degrees F (260 degrees C). Stretch out and pat 1 dough ball to form a circle 10 to 12 inches in diameter. Place dough on a lightly floured pizza peel. Top with 1/2 cup of tomato sauce and spread to cover within an inch of the edge of the dough. Arrange 5 slices of mozzarella cheese on top of the tomato sauce, then place 5 basil leaves on top. Drizzle pizza with 1 tablespoon olive oil and sprinkle with sea salt to taste. Repeat for 3 remaining dough balls. Slide each pizza onto the pizza stone in the preheated oven. Bake until cheese is bubbly and the underside of the crust is golden brown, 5 to 7 minutes.",30 mins,10 mins,1 hr 45 mins,4,4 pizzas,965,105,6,37,16,89,48,5,2187,333,1158,7,63,286,1382,17,12,269,1,Middle East,"[3.5, 1.0, 1.0, 1.0, 1.0, 0.25, 2.0, 20.0, 20.0, 0.0, 0.0]","['cups', ' teaspoon', ' cup', ' no unit', ' pinch', ' cup', ' cups', ' slices', ' no unit', ' no unit', ' no unit']","['all-purpose flour', ' salt', ' water', ' (.25 ounce) package active dry yeast', ' white sugar', ' flour for dusting', ' pizza sauce', ' fresh mozzarella cheese', ' leaves fresh basil', ' olive oil', ' sea salt to taste']",AAA
62,Meat Pie (Tourtiere),lunch,"pork,potato,onion,cinnamon,egg","pork,potato,onion,cinnamon,cloves,allspice,egg,paprika",https://www.allrecipes.com/recipe/12343/meat-pie-tourtiere/,meat-and-poultry,Maggie Rogers,"French Canadian Tourtiere. Contains pork, potatoes, onions and spices.",4.59,272,207,"1 ½ pounds ground pork ; 1 large baking potato ; 1 large onion, minced ; ½ teaspoon salt ; ½ teaspoon ground black pepper ; ½ teaspoon ground cinnamon ; ¼ teaspoon ground cloves ; 1 dash ground allspice ; ½ cup water ; 1 recipe pastry for a 9 inch double crust deep dish pie ; 1  egg ; ¼ teaspoon paprika","Bake the potato until done, 30 - 45 minutes in a preheated 400 degrees F (205 degrees C) oven.  Peel and mash the potato. Place the potato, ground pork, onion, spices and water in a large frying pan and simmer until very thick, for about one hour. Meanwhile, prepare your pastry. Line a deep-dish pie plate with pastry.  Spoon in filling, spreading evenly.  Cover with top crust. Brush with beaten egg and sprinkle with paprika, if desired.  Cut steam vent.  Bake for 50 minutes at 350 degrees F (175 degrees C).  If edges brown too fast, cover with a strip of foil.  Serve warm.",20 mins,30 mins,50 min,8,1 - 9 inch deep dish pie,485,30,2,32,8,84,17,1,565,288,34,2,35,466,77,9,5,46,0,Middle East,"[1.5, 1.0, 1.0, 0.5, 0.5, 0.5, 0.25, 1.0, 0.5, 1.0, 1.0, 0.25]","['pounds', ' no unit', ' no unit', ' teaspoon', ' teaspoon', ' teaspoon', ' teaspoon', ' dash', ' cup', ' no unit', ' no unit', ' teaspoon']","['ground pork', ' large baking potato', ' large onion, minced', ' salt', ' ground black pepper', ' ground cinnamon', ' ground cloves', ' ground allspice', ' water', ' recipe pastry for a 9 inch double crust deep dish pie', ' egg', ' paprika']",AAA
63,Chicken and Rice Casserole I,dinner,"rice,onion,mushroom,milk,chicken","rice,onion,mushroom,milk,chicken",https://www.allrecipes.com/recipe/8662/chicken-and-rice-casserole-i/,meat-and-poultry,Jill D,I have been making this casserole for 25 years. It is fast and easy and great for working moms and dads.,3.78,158,128,"1 cup uncooked white rice ; 1 (1 ounce) package dry onion soup mix ; 2 (10.75 ounce) cans  condensed cream of mushroom soup ; 1 (4.5 ounce) can sliced mushrooms ; 1 cup milk ; 6  skinless, boneless chicken breast halves","Preheat oven to 350 degrees F (175 degrees C). In a large bowl mix the rice, dry onion soup mix, cream of mushroom soup, mushroom pieces and milk. Place the chicken pieces in a 9x13 inch baking dish and pour the mushroom mixture over the chicken. Cover and bake in the preheated oven for 1 hour. Uncover and bake for 15 more minutes.",1 hr,45 min,1 hr 45 mins,6,6 servings,366,37,4,8,2,71,33,1,1252,77,93,3,52,487,131,21,2,82,0,Middle East,"[1.0, 1.0, 2.0, 1.0, 1.0, 6.0]","['cup', ' package', ' no unit', ' no unit', ' cup', ' no unit']","['uncooked white rice', ' dry onion soup mix', ' (10.75 ounce) cans  condensed cream of mushroom soup', ' (4.5 ounce) can sliced mushrooms', ' milk', ' skinless, boneless chicken breast halves']",AAA
64,Sweet and Spicy Almonds,"lunch,dinner","white suga,almonds ,honey,olive oil","white sugar,pepper,almonds,honey,olive oil",https://www.allrecipes.com/recipe/171151/sweet-and-spicy-almonds/,appetizers-and-snacks,katiebecck,An addictive snack that's great for parties or just having around the house--you'll be amazed how quickly they disappear!,4.74,124,95,¼ cup white sugar ; 1 ½ teaspoons kosher salt ; 1 teaspoon cayenne pepper ; 2 ½ cups whole almonds ; 1 tablespoon water ; 1 tablespoon honey ; 1 teaspoon olive oil,"Preheat an oven to 350 degrees F (175 degrees C). Spread the almonds onto a baking sheet, and toast until the nuts start to turn golden brown and become fragrant, about 10 minutes. Watch the nuts carefully as they bake: they burn quickly. Stir together the sugar, salt, and cayenne pepper in a mixing bowl; set aside. Stir together the water, honey, and olive oil in a large skillet over medium heat. Once the mixture begins to bubble, stir in the toasted almonds until evenly moistened. Pour the almonds into the sugar and spice mixture, and toss until evenly coated. Spread onto baking sheets in a single layer, and cool to room temperature.",10 mins,15 mins,1 hr 25 mins,10,2 1/2 cups almonds,235,13,8,18,1,0,7,4,288,166,88,1,98,263,78,2,0,10,0,Middle East,"[0.25, 1.5, 1.0, 2.5, 1.0, 1.0, 1.0]","['cup', ' teaspoons', ' teaspoon', ' cups', ' tablespoon', ' tablespoon', ' teaspoon']","['white sugar', ' kosher salt', ' cayenne pepper', ' whole almonds', ' water', ' honey', ' olive oil']",AAA
65,Cheesy Sausage Pasta,dinner,"pasta,sausage,tomato,Parmesan cheese,parsley","pasta,sausage,tomato,cream,Parmesan cheese,parsley",https://www.allrecipes.com/recipe/188824/cheesy-sausage-pasta/,world-cuisine,DoughertyDA,This delicious sausage pasta dish has a cheesy tomato cream sauce.  It's like macaroni for grown ups.,4.55,216,154,"1 (16 ounce) package uncooked pasta shells ; 1 tablespoon vegetable oil ; ½ tablespoon finely minced onion ; 1  orange bell pepper, thinly sliced ; 1 teaspoon minced garlic ; 1 pound bulk Italian sausage ; 1 (14.5 ounce) can stewed tomatoes ; 1 cup heavy cream ; 1 cup grated Parmesan cheese ; 1 tablespoon chopped fresh parsley","Fill a large pot with lightly salted water, and bring to a rolling boil over high heat. Stir in the shell pasta, and return to a boil. Cook, stirring occasionally, until cooked through but still firm to the bite, about 13 minutes. Drain well. While the pasta is cooking, heat the vegetable oil in a large skillet over medium-high heat.  Cook onion, orange pepper, and garlic in oil until tender, about 5 minutes. Stir the crumbled Italian sausage into the vegetables in the skillet; cook and stir until meat is browned and cooked through, about 8 minutes.  Stir in the undrained tomatoes and the heavy cream.  Turn the heat to medium-low, and allow the sauce to cook until thick, about 5 additional minutes. Mix pasta with the sausage cream sauce, stir in the Parmesan cheese, and serve. Garnish with chopped fresh parsley.",10 mins,25 mins,35 mins,8,8 servings,514,48,4,27,12,71,20,2,752,249,170,3,47,400,650,7,32,122,0,Middle East,"[1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","['package', ' tablespoon', ' tablespoon', ' no unit', ' teaspoon', ' pound', ' no unit', ' cup', ' cup', ' tablespoon']","['uncooked pasta shells', ' vegetable oil', ' finely minced onion', ' orange bell pepper, thinly sliced', ' minced garlic', ' bulk Italian sausage', ' (14.5 ounce) can stewed tomatoes', ' heavy cream', ' grated Parmesan cheese', ' chopped fresh parsley']",AAA
66,Crispy Roasted Potatoes,lunch,"potato,onion,garlic,paprika","potato,olive oil,onion,garlic,black pepper,paprika",https://www.allrecipes.com/recipe/277813/crispy-roasted-potatoes/,side-dish,Lindsay W,"As a kid growing up, I always loved these slightly spicy, yet crispy, roasted potatoes. If only I had known then how easy they were to make!",5.0,3,1,"2 ½ pounds red potatoes, cubed ; 3 tablespoons olive oil ; ½ teaspoon onion powder ; ½ teaspoon garlic salt ; ¼ teaspoon ground black pepper ; ¼ pinch paprika","Preheat the oven to 325 degrees F (165 degrees C). Grease a large baking pan. Place potatoes into a large bowl. Whisk oil, onion powder, garlic salt, pepper, and paprika together in a small bowl. Pour over potato cubes, hand-tossing to coat. Place potatoes into the prepared pan, spreading them so that they are evenly dispersed. Bake in the preheated oven for 45 minutes. Stir. Continue to bake until potatoes are crispy brown and tender, 10 to 20 minutes.",10 mins,55 mins,1 hr 5 mins,5,5 servings,232,36,2,8,1,0,4,3,195,75,24,1,50,1039,42,3,19,41,0,Middle East,"[2.5, 3.0, 0.5, 0.5, 0.25, 0.25]","['pounds', ' tablespoons', ' teaspoon', ' teaspoon', ' teaspoon', ' pinch']","['red potatoes, cubed', ' olive oil', ' onion powder', ' garlic salt', ' ground black pepper', ' paprika']",AAA
67,Chicken and Broccoli Curry,lunch,"chicken ,broccoli,butter,milk","paprika,turmeric,chicken ,broccoli,butter,milk",https://www.allrecipes.com/recipe/280467/chicken-and-broccoli-curry/,meat-and-poultry,Chef John,"There are a handful of basic, fundamental recipes that anyone who really wants to learn how to cook has to master. It's learning to make dishes like this chicken and broccoli curry that allows you to go from someone who knows how to follow a recipe, to someone who actually creates recipes. The same basic technique is going to work no matter what meats, vegetables, and spices you use. Serve over rice, noodles, or even French fries for a curry version of poutine.",4.86,22,14,"1 tablespoon ground cumin ; 2 teaspoons ground coriander ; 2 teaspoons smoked paprika ; 1 teaspoon ground turmeric ; 1 teaspoon freshly ground black pepper ; 2 teaspoons kosher salt ; ⅛ teaspoon cayenne pepper ; 1 pound skinless, boneless chicken breasts ; 1 pound fresh broccoli ; 2 tablespoons unsalted butter ; 1 tablespoon olive oil ; 2 cloves garlic, crushed ; 1 (14 ounce) can full-fat coconut milk ; 2 tablespoons ketchup ; ½ cup chicken broth ; ¼ cup thinly sliced green onion","Mix cumin, coriander, paprika, turmeric, black pepper, salt, and cayenne together in a small bowl for the spice blend. Coat chicken breasts generously on both sides with about 1/2 of the spice blend and refrigerate, 2 to 12 hours. Reserve remaining spice blend until needed. Cut broccoli florets off the stems. Slice the stems into strips, and then into 1/4-inch cubes, and reserve. Cut the florets into 1-inch pieces and set aside. Heat butter and olive oil in a deep skillet or saucepan over medium-high heat. Add the chicken breasts and brown well, about 3 minutes on each side. Transfer onto a plate and let cool enough to handle, about 10 minutes. While chicken cools, add garlic to the pan drippings. Cook and stir over medium-high heat for 30 seconds. Stir in the remaining spice blend and toast for 30 seconds. Pour in coconut milk and stir in ketchup, making sure to scrape up any bits from the bottom of the pan. Bring to a simmer; reduce heat to medium, stir in chicken broth, and let simmer until reduced, about 10 minutes. Stir cubed broccoli stems into the sauce and cook until almost tender, 5 to 7 minutes. Meanwhile, cut chicken breasts into 1/2-inch strips, and then into 1/2-inch cubes. Increase skillet heat to medium-high and add broccoli florets. Cover and cook until almost tender, 3 to 4 minutes. Add chicken, and cook, stirring, until chicken is no longer pink in the center, and the broccoli is just fully tender, about 3 minutes. Taste and adjust seasoning. Serve immediately. Top with thinly sliced green onions.",20 mins,35 mins,2 hrs 55 mins,4,4 servings,467,15,4,34,23,80,29,5,1301,306,119,6,103,895,1716,17,106,95,0,Middle East,"[1.0, 2.0, 2.0, 1.0, 1.0, 2.0, 0.125, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 2.0, 0.5, 0.25]","['tablespoon', ' teaspoons', ' teaspoons', ' teaspoon', ' teaspoon', ' teaspoons', ' teaspoon', ' pound', ' pound', ' tablespoons', ' tablespoon', ' cloves', ' can', ' tablespoons', ' cup', ' cup']","['ground cumin', ' ground coriander', ' smoked paprika', ' ground turmeric', ' freshly ground black pepper', ' kosher salt', ' cayenne pepper', ' skinless, boneless chicken breasts', ' fresh broccoli', ' unsalted butter', ' olive oil', ' garlic, crushed', ' full-fat coconut milk', ' ketchup', ' chicken broth', ' thinly sliced green onion']",AAA
68,Sugar Free Cake,lunch,"egg,vanilla,baking soda,nutmeg,flour,applesauce","raisins,egg,vanilla,baking soda,flour,walnuts,applesauce",https://www.allrecipes.com/recipe/7419/sugar-free-cake/,desserts,POLACKLADY,Really good with the added plus of being sugar free.,4.48,40,32,2 cups raisins ; 3 cups water ; 2  eggs ; 3 tablespoons liquid sweetener ; ¾ cup vegetable oil ; 1 teaspoon vanilla extract ; 1 teaspoon baking soda ; ½ teaspoon salt ; 1 ½ teaspoons ground cinnamon ; ½ teaspoon ground nutmeg ; 2 cups all-purpose flour ; 1 cup chopped walnuts ; 1 cup unsweetened applesauce,"Preheat oven to 350 degrees F (175 degrees C). Grease and flour one 10 inch bundt or tube pan. In a saucepan combine raisins with water and cook until the water is absorbed, cool. Combine eggs, applesauce, vegetable oil, vanilla, and liquid sweetener. Mix well. Sift flour, baking soda, salt, ground cinnamon, and ground nutmeg into egg mixture. Stir until just combined. Mix in raisins and chopped nuts. Pour batter into prepared pan. Bake at 350 degrees F (175 degrees C) for one hour.",10 mins,20 mins,30 mins,12,1 -10 inch bundt or tube pan,372,43,20,21,2,31,5,2,219,191,34,1,29,287,50,2,1,53,0,Middle East,"[2.0, 3.0, 2.0, 3.0, 0.75, 1.0, 1.0, 0.5, 1.5, 0.5, 2.0, 1.0, 1.0]","['cups', ' cups', ' no unit', ' tablespoons', ' cup', ' teaspoon', ' teaspoon', ' teaspoon', ' teaspoons', ' teaspoon', ' cups', ' cup', ' cup']","['raisins', ' water', ' eggs', ' liquid sweetener', ' vegetable oil', ' vanilla extract', ' baking soda', ' salt', ' ground cinnamon', ' ground nutmeg', ' all-purpose flour', ' chopped walnuts', ' unsweetened applesauce']",AAA
69,Potatoes and Peppers,lunch,"olive oil,potato,pepper","olive oil,potato,pepper,onion ",https://www.allrecipes.com/recipe/21198/potatoes-and-peppers/,side-dish,littlehemmy,"This dish is a classic: Easy, filling, and very tasty!  I served it as a side with grilled shrimp and corn on the cob and it was a huge hit.  Would also be good at breakfast instead of hash browns.",4.65,81,60,"⅓ cup olive oil ; 6  potatoes, sliced ; 2 large red bell peppers, sliced into rings ; 1 large sweet onion, peeled and chopped ;   salt and pepper to taste","Heat oil in a large frying pan over medium-high heat.  Fry the potatoes for 5 minutes, then add the peppers and onions.  Season with salt and pepper.  Cook for at least 15 minutes, turning potatoes frequently, or until potatoes start to look mushy.",10 mins,20 mins,30 mins,4,4 servings,389,53,7,18,2,0,5,5,13,165,26,1,63,1012,4207,4,162,40,0,Middle East,"[0.33, 6.0, 2.0, 1.0, 0.0]","['cup', ' no unit', ' no unit', ' no unit', ' no unit']","['olive oil', ' potatoes, sliced', ' large red bell peppers, sliced into rings', ' large sweet onion, peeled and chopped', ' salt and pepper to taste']",AAA
70,Fruit Crisp Breakfast Skillet,breakfast,"oats ,almonds,cinnamon,coconut oil ,apple,cinnamon","oats ,almonds,cinnamon,coconut oil ,apple ,honey ,cinnamon",https://www.allrecipes.com/recipe/234628/fruit-crisp-breakfast-skillet/,breakfast-and-brunch,KESSIANNE,"A skillet version of classic fruit crisp, healthy enough for breakfast! We love to eat this for breakfast in the summer and fall when fruit is abundant. It is a nice alternative to oatmeal if you want to avoid milk. You can substitute butter for coconut oil use different types of fruit: apples, peaches, plums, or nectarines, peeled or unpeeled. Add apple juice if oats are not yet complete and mixture begins to dry out.",4.13,8,7,3 cups rolled oats ; 1 cup sliced almonds ; 1 teaspoon ground cinnamon ; ½ teaspoon salt ; ½ cup coconut oil ; 2 tablespoons coconut oil ; 4 cups sliced apples ; ½ cup honey ; ½ teaspoon ground cinnamon,"Stir oats, almonds, and 1 teaspoon cinnamon, and salt together in a bowl. Mix 1/2 cup coconut oil into oat mixture until crumbly. Heat remaining 2 tablespoons coconut oil in a large skillet over medium-high heat; cook and stir apples in hot oil until crisp and tender, 4 to 6 minutes. Mix honey and 1/2 teaspoon cinnamon into apples. Pour oat mixture into skillet with apple mixture, lower heat to medium, cover, and cook, stirring occasionally, until oats are cooked and tender, 10 to 15 minutes.",10 mins,20 mins,30 mins,6,6 servings,570,64,32,34,21,0,9,8,198,307,72,2,104,357,42,2,3,20,0,Middle East,"[3.0, 1.0, 1.0, 0.5, 0.5, 2.0, 4.0, 0.5, 0.5]","['cups', ' cup', ' teaspoon', ' teaspoon', ' cup', ' tablespoons', ' cups', ' cup', ' teaspoon']","['rolled oats', ' sliced almonds', ' ground cinnamon', ' salt', ' coconut oil', ' coconut oil', ' sliced apples', ' honey', ' ground cinnamon']",AAA
71,Lemon Cheesecake Bars,"breakfast,lunch,dinner","flour,butter,cream cheese,egg,baking powder,sugar","cookie crumbs,flour,butter,cream cheese,egg,lemon juice,baking powder,sugar",https://www.allrecipes.com/recipe/265432/lemon-cheesecake-bars/,desserts,Susan Langlois,These creamy lemon cheesecake bars have a smoother texture than the usual custard texture of a boxed lemon bar mix. I just about died when I had them the first time. A good friend made them for another friend's birthday. I immediately asked her for the recipe as my Christmas present. She courteously obliged. They are the best!,4.37,30,25,"1 ½ cups shortbread cookie crumbs ; 1 cup all-purpose flour ; ½ cup brown sugar ; ½ cup cold butter ; 2 (8 ounce) packages cream cheese, softened ; 2 cups white sugar ; 4  eggs ; 4 tablespoons all-purpose flour ; ½ cup lemon juice ; 3 tablespoons lemon zest ; ½ teaspoon baking powder ; 4 teaspoons confectioners' sugar","Preheat the oven to 350 degrees F (175 degrees C). Line a 9x13-inch baking pan with aluminum foil. Mix shortbread crumbs, flour, and brown sugar in a medium bowl. Cut in butter using 2 knives or a pastry blender until mixture resembles coarse crumbs. Press over the bottom of the prepared pan. Bake in the preheated oven for 15 minutes. Meanwhile, beat cream cheese and white sugar using an electric mixer until well blended. Add eggs and flour. Mix well. Blend in lemon juice, lemon zest, and baking powder. Pour filling over the crust. Bake in the preheated oven until center is set, 25 to 28 minutes. Let cool completely, at least 45 minutes. Refrigerate until well chilled, about 2 hours. Sprinkle with confectioners' sugar right before serving.",10 mins,40 mins,3 hrs 35 mins,16,1 9x13 pan,411,52,36,20,11,95,6,0,234,188,48,1,6,97,617,1,5,28,0,Middle East,"[1.5, 1.0, 0.5, 0.5, 2.0, 2.0, 4.0, 4.0, 0.5, 3.0, 0.5, 4.0]","['cups', ' cup', ' cup', ' cup', ' packages', ' cups', ' no unit', ' tablespoons', ' cup', ' tablespoons', ' teaspoon', ' teaspoons']","['shortbread cookie crumbs', ' all-purpose flour', ' brown sugar', ' cold butter', ' cream cheese, softened', ' white sugar', ' eggs', ' all-purpose flour', ' lemon juice', ' lemon zest', ' baking powder', "" confectioners' sugar""]",AAA
72,Easy Punch,lunch,"strawberry drink powder,pineapple juice,white sugar,ginger","strawberry drink powder,pineapple juice,white sugar,ginger",https://www.allrecipes.com/recipe/18935/easy-punch/,drinks,Donna,I served this at my grandmother's 90th birthday and everyone wanted the recipe. Use any flavor of drink mix. One variation is to freeze the punch overnight and then set it out an hour before the event.,4.69,157,133,4 (0.13 ounce) packages unsweetened strawberry-flavored drink mix powder ; 2 (46 fluid ounce) cans pineapple juice ; 3 cups white sugar ; 4 quarts water ; 2 liters ginger ale,"In a large punch bowl combine drink mix, pineapple juice, sugar and water. Stir until dissolved. Stir in the ginger ale.",10 mins,0 min,10 mins,50,50 servings,89,22,20,0,0,0,0,0,15,0,9,0,7,71,2,0,7,9,0,Middle East,"[4.0, 2.0, 3.0, 4.0, 2.0]","['no unit', ' no unit', ' cups', ' no unit', ' no unit']","['(0.13 ounce) packages unsweetened strawberry-flavored drink mix powder', ' (46 fluid ounce) cans pineapple juice', ' white sugar', ' quarts water', ' liters ginger ale']",AAA
73,Raspberry Blackberry Smoothie,"breakfast,lunch,dinner","banana,blackberries,raspberries,vanilla, yogurt","banana,blackberries,raspberries,vanilla, yogurt ,honey,ice",https://www.allrecipes.com/recipe/203239/raspberry-blackberry-smoothie/,drinks,ashley,A delicious smoothie!,4.56,48,38,1 small banana ; ½ cup blackberries ; 1 cup fresh raspberries ; 1 (6 ounce) container vanilla yogurt ; 1 tablespoon honey ; 4  ice cubes,"Place banana, blackberries, raspberries, yogurt, honey, and ice cubes into a blender. Blend until smooth.",10 mins,0 min,10 mins,2,2 cups,194,42,31,1,0,4,5,7,58,15,173,0,46,524,225,1,28,44,0,Middle East,"[1.0, 0.5, 1.0, 1.0, 1.0, 4.0]","['no unit', ' cup', ' cup', ' no unit', ' tablespoon', ' no unit']","['small banana', ' blackberries', ' fresh raspberries', ' container vanilla yogurt', ' honey', ' ice cubes']",AAA
74,Cherry Tomato Salad,"lunch,dinner","cherry tomato,green olive,black olive,onion,wine vinegar","cherry tomato,green olive,black olive,onion,pine nuts,wine vinegar,white sugar,oregano",https://www.allrecipes.com/recipe/14180/cherry-tomato-salad/,salad,Keren,This recipe was passed on by a friend and has been passed on to many more friends. It is a colorful and delicious salad served in a self made vinaigrette. Always an excellent choice when entertaining for dinner.,4.69,264,202,"40  cherry tomatoes, halved ; 1 cup pitted and sliced green olives ; 1 (6 ounce) can black olives, drained and sliced ; 2  green onions, minced ; 3 ounces pine nuts ; ½ cup olive oil ; 2 tablespoons red wine vinegar ; 1 tablespoon white sugar ; 1 teaspoon dried oregano ;   salt and pepper to taste","In a big bowl, combine cherry tomatoes, green olives, back olives, and spring onion. In a dry skillet, toast pine nuts over medium heat until golden brown, turning frequently.  Stir into tomato mixture. In a small bowl, mix together olive oil, red wine vinegar, sugar, and oregano.  Season to taste with salt and pepper.  Pour over salad, and gently stir to coat.  Chill for 1 hour.",15 mins,5 mins,1 hr 20 mins,6,6 servings,341,12,2,32,4,0,5,3,939,290,59,3,54,376,891,2,23,29,0,Middle East,"[40.0, 1.0, 1.0, 2.0, 3.0, 0.5, 2.0, 1.0, 1.0, 0.0]","['no unit', ' cup', ' can', ' no unit', ' ounces', ' cup', ' tablespoons', ' tablespoon', ' teaspoon', ' no unit']","['cherry tomatoes, halved', ' pitted and sliced green olives', ' black olives, drained and sliced', ' green onions, minced', ' pine nuts', ' olive oil', ' red wine vinegar', ' white sugar', ' dried oregano', ' salt and pepper to taste']",AAA
75,Ingrid's Caesar Salad Dressing,lunch,"Parmesan cheese,Worcestershire sauce,pepper sauce","mayonnaise,Parmesan cheese,cheese salad dressing,garlic,lemon juice,Worcestershire sauce,pepper sauce",https://www.allrecipes.com/recipe/218522/ingrids-caesar-salad-dressing/,side-dish,MommyKirsten,"This Caesar salad dressing is always a hit! Prepare at least 4 hours in advance for best taste. No raw egg means you can make this dressing and keep it in the fridge for up to 5 days, and it only gets better with time! For extra presentation serve with croutons, cubes of avocado flesh, and grated Parmesan cheese. Leftover dressing makes good dip for fresh veggies as a snack (Just maybe not at work due to the awesome amount of garlic!)",4.77,218,160,"½ cup mayonnaise ; ¼ cup extra virgin olive oil ; 3 tablespoons grated Parmesan cheese ; 2 tablespoons blue cheese salad dressing ; 1 tablespoon red wine vinegar ; 3 cloves garlic, minced ; 1 teaspoon lemon juice ; ½ teaspoon dry mustard ; 4 dashes Worcestershire sauce ; 2 dashes hot pepper sauce (such as Tabasco®) ; 1 pinch cayenne pepper ;   salt and pepper to taste ; ¼ teaspoon anchovy paste  (Optional)","Beat together the mayonnaise, olive oil, Parmesan cheese, blue cheese dressing, vinegar, garlic, lemon juice, dry mustard, Worcestershire sauce, hot pepper sauce, cayenne pepper, salt and pepper, and anchovy paste (if using) in a bowl until well blended. Cover and refrigerate for 4 hours before serving.",10 mins,4 hr,4 hrs 10 mins,8,1 cup,193,1,0,20,3,0,1,0,171,184,28,0,1,15,71,0,0,2,0,Middle East,"[0.5, 0.25, 3.0, 2.0, 1.0, 3.0, 1.0, 0.5, 4.0, 2.0, 1.0, 0.0, 0.5]","['cup', ' cup', ' tablespoons', ' tablespoons', ' tablespoon', ' cloves', ' teaspoon', ' teaspoon', ' dash', ' dash', ' pinch', ' no unit', ' teaspoon']","['mayonnaise', ' extra virgin olive oil', ' grated Parmesan cheese', ' blue cheese salad dressing', ' red wine vinegar', ' garlic, minced', ' lemon juice', ' dry mustard', ' es Worcestershire sauce', ' es hot pepper sauce (such as Tabasco®)', ' cayenne pepper', ' salt and pepper to taste', ' anchovy paste  (Optional)']",AAA
76,"Red, White, and Blueberry Fruit Salad","breakfast,lunch,dinner","strawberries,blueberries,white sugar ,lemon juice,banana","strawberries,blueberries,white sugar ,lemon juice,banana",https://www.allrecipes.com/recipe/214674/red-white-and-blueberry-fruit-salad/,salad,JoAnn Cambareri,"This is an easy, refreshing fruit salad that's been in our family for years. We usually reserve it for patriotic days, but it can be enjoyed all year long.",4.74,57,48,"1 pint strawberries, hulled and quartered ; 1 pint blueberries ; ½ cup white sugar ; 2 tablespoons lemon juice ; 4  bananas","Mix the strawberries and blueberries together in a bowl, sprinkle with sugar and lemon juice, and toss lightly. Refrigerate until cold, at least 30 minutes. About 30 minutes before serving, cut the bananas into 3/4-inch thick slices, and toss with the berries.",10 mins,30 mins,40 mins,8,8 servings,139,35,26,0,0,0,1,3,1,4,13,0,24,316,66,0,37,25,0,Middle East,"[1.0, 1.0, 0.5, 2.0, 4.0]","['no unit', ' no unit', ' cup', ' tablespoons', ' no unit']","['pint strawberries, hulled and quartered', ' pint blueberries', ' white sugar', ' lemon juice', ' bananas']",AAA
77,Creamed Cucumber Slices,"lunch,dinner","mayonnaise,milk,sugar,cucumber","mayonnaise,milk,sugar,white vinegar,cucumber",https://www.allrecipes.com/recipe/79311/creamed-cucumber-slices/,side-dish,GEEKSWIFE1,This is the only recipe I can think of that my mother and grandmother use to make.,4.32,95,80,"1 cup mayonnaise ; ¼ cup milk ; 1 teaspoon sugar ; ½ teaspoon white vinegar ; 1 large cucumber, sliced ;   salt and pepper to taste","In a bowl, mix the mayonnaise, milk, sugar, and vinegar until smooth. Place cucumber slices in the bowl, and toss to coat with the dressing. Season with salt and pepper. Chill 30 minutes in the refrigerator before serving.",10 mins,30 mins,40 mins,4,4 servings,417,6,3,44,6,22,1,0,320,396,32,0,11,132,256,0,2,8,0,Middle East,"[1.0, 0.25, 1.0, 0.5, 1.0, 0.0]","['cup', ' cup', ' teaspoon', ' teaspoon', ' no unit', ' no unit']","['mayonnaise', ' milk', ' sugar', ' white vinegar', ' large cucumber, sliced', ' salt and pepper to taste']",AAA
